instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿kc.ks.0001,﻿church,﻿Church of the Immaculate Conception,English,,,,,﻿Leavenworth County,﻿Leavenworth City,﻿Leavenworth,﻿KS,﻿KS,39.32473,-94.917011,,,,﻿j_b_miege_001,﻿Rt. Rev.,﻿J. B. Miege,"﻿S.J., D.D.",,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0001,﻿church,﻿Church of the Immaculate Conception,English,,,,,﻿Leavenworth County,﻿Leavenworth City,﻿Leavenworth,﻿KS,,39.32473,-94.917011,,,,﻿joh_i_coghlan_001,﻿Rev.,﻿John I. Coghlan,﻿S.J.,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0001,﻿church,﻿Church of the Immaculate Conception,English,,,,,﻿Leavenworth County,﻿Leavenworth City,﻿Leavenworth,﻿KS,,39.32473,-94.917011,,,,﻿alo_laigneil_001,﻿Rev.,﻿Aloysius Laigneil,﻿S.J.,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0002,﻿church,﻿St. Joseph's Church,﻿German,,,,,﻿Leavenworth County,﻿Leavenworth City,﻿Leavenworth,﻿KS,﻿KS,39.320568,-94.921584,,,,﻿alb_heimann_001,﻿Rev.,﻿Albertus Heinman,﻿O. Car. Calc.,,,,,﻿Carmelites,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0005,﻿church,﻿SS. Peter and Paul,English,,,,﻿Atchison County,﻿Atchison County,﻿Atchison,﻿Atchison,﻿KS,,39.572285,-95.114936,,,,﻿aug_wirth_002,﻿Very Rev.,﻿Augustine Wirth,﻿O.S.B.,﻿Prior,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0005,﻿church,﻿SS. Peter and Paul,English,,,,﻿Atchison County,﻿Atchison County,﻿Atchison,﻿Atchison,﻿KS,,39.572285,-95.114936,,,,﻿pir_m_koumly_001,﻿Rev.,﻿Pirmin Koumly,﻿O.S.B.,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0006,﻿church,[Unnamed Institution],English,,,,,﻿Atchison County,﻿Monrovia,﻿Monrovia,﻿KS,,39.524165,-95.346085,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0007,﻿church,[Unnamed Institution],English,,,,﻿Atchison County,﻿Atchison County,﻿Mooney Creek,﻿Mooney Creek,﻿KS,,39.400688,-95.218841,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0017,﻿church,[Unnamed Institution],English,,,,,﻿Doniphan County,﻿Belmont,﻿Belmont,﻿KS,,39.77873,-94.954331,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0018,﻿church,[Unnamed Institution],English,,,,,﻿Doniphan County,﻿Wathena,﻿Wathena,﻿KS,,39.759161,-94.949691,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0019,﻿church,[Unnamed Institution],English,,,,,﻿Doniphan County,﻿Wolf River,﻿Wolf River Township,﻿KS,,39.801216,-95.247552,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0022,﻿church,[Unnamed Institution],English,,,,﻿Doniphan County,﻿Doniphan County,﻿Iowa Point,﻿Iowa Point,﻿KS,,39.928333,-95.238333,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0097,﻿church,[Unnamed Institution],English,,,,﻿Jackson County,﻿Jackson County,﻿Holton,﻿Holton,﻿KS,,39.469722,-95.736389,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0106,﻿church,[Unnamed Institution],English,,,,﻿Marshall County,﻿Marshall County,﻿Marysville,﻿Marysville,﻿KS,,39.843056,-96.638611,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0107,﻿church,﻿St. Patrick's,English,,,,﻿Marshall County,,,,﻿KS,,,,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0091,﻿church,﻿St. Peter's,English,,,,﻿Douglas County,﻿Douglas County,﻿Big Springs,﻿Big Springs,﻿KS,,39.013056,-95.485,﻿kc.ks.0071,﻿Attended from Topeka,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0047,﻿church,﻿St. Columbkille,English,,,,﻿Johnson County,﻿Johnson County,﻿Bull Creek,﻿Edgerton,﻿KS,,38.76473,-95.008022,﻿kc.ks.0046,﻿Attended from Paola,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0092,﻿church,[Unnamed Institution],English,,,,﻿Coffey County,﻿Coffey County,﻿Burlington,﻿Burlington,﻿KS,,38.197616,-95.737152,﻿kc.ks.0103,﻿Attended from St. Boniface's,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0036,﻿church,[Unnamed Institution],English,,,,﻿Dickinson County,﻿Dickinson County,﻿Chapman's Creek,﻿Chapman,﻿KS,,38.972221,-97.022514,﻿kc.ks.0050,﻿Attended from St. Mary's Mission,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0014,﻿church,﻿St. John's,English,"﻿church burned, new stone church building",,,﻿Doniphan County,﻿Doniphan County,﻿Doniphan,﻿Doniphan,﻿KS,,39.641667,-95.080556,﻿kc.ks.0005,﻿Attended from Atchison,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0023,﻿church,﻿Holy Family,English,,,,﻿Douglas County,﻿Douglas County,﻿Eudora,﻿Eudora,﻿KS,,38.944469,-95.094202,,,,﻿alo_mayer_001,﻿Rev.,﻿Aloysius Mayer,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0003,﻿church,[Unnamed Institution],English,,,,,﻿Leavenworth County,﻿Fort Leavenworth,﻿Leavenworth,﻿KS,,39.310352,-94.927937,﻿kc.ks.0001,﻿Attended from Leavenworth City,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0037,﻿church,[Unnamed Institution],English,,,,﻿Riley County,﻿Riley County,﻿Fort Riley,﻿Fort Riley,﻿KS,,39.088346,-96.813939,﻿kc.ks.0050,﻿Attended from St. Mary's Mission,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0026,﻿church,﻿Church of Mary Queen of Angels,English,,,,﻿Bourbon County,﻿Bourbon County,﻿Fort Scott,﻿Fort Scott,﻿KS,,37.834295,-94.710948,,,,﻿joh_cunningham_002,﻿Rev.,﻿J. F. Cunningham,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0027,﻿church,[Unnamed Institution],English,,,,﻿Bourbon County,﻿Bourbon County,﻿Fort Lincoln,﻿Fulton,﻿KS,,37.819324,-94.714475,﻿kc.ks.0026,﻿Attended from Fort Scott,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0096,﻿church,﻿St. John the Baptist's,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Grasshopper Falls,﻿Valley Falls,﻿KS,,39.343056,-95.460556,﻿kc.ks.0071,﻿Attended from Topeka,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0033,﻿church,[Unnamed Institution],English,﻿brick church,,,﻿Allen County,﻿Allen County,﻿Humboldt,﻿Humboldt,﻿KS,,37.810596,-95.436926,﻿kc.ks.0039,﻿Attended from Osage Mission,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0098,﻿church,[Unnamed Institution],English,,,,﻿Shawnee County,﻿Shawnee County,﻿Indianola,﻿Indianola,﻿KS,,39.103472,-95.701678,﻿kc.ks.0071,﻿Attended from Topeka,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0072,﻿church,[Unnamed Institution],English,,,,﻿Jefferson County,﻿Jefferson County,﻿Indian Mill,﻿Thompsonville,﻿KS,,39.103794,-95.433922,﻿kc.ks.0071,﻿Attended from Topeka,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0035,﻿church,[Unnamed Institution],English,,,,﻿Riley County,﻿Geary County,﻿Junction City,﻿Junction City,﻿KS,,39.028609,-96.831398,﻿kc.ks.0050,﻿Attended from St. Mary's Mission,,,,,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
﻿kc.ks.0038,﻿church,﻿St. John the Evangelist's,English,,,,﻿Douglas County,﻿Douglas County,﻿Lawrence,﻿Lawrence,﻿KS,,38.960601,-95.237802,,,,﻿seb_favre_001,﻿Rev.,﻿Sebastian Favre,,,,,,,,1867,﻿,﻿,﻿VAEastRockyMountains,VAKansas
