instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persRole,persSuffix,persNote,memberType,member,affiliated,order,year,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿san.nm.0094,﻿chapel,[Unnamed Institution],English,,,﻿Picuries,,,﻿El Chamizal,﻿Chamisal,﻿NM,,36.168409,-105.737381,﻿san.nm.0088,﻿Attended from Picuries,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0096,﻿chapel,[Unnamed Institution],English,,,﻿Picuries,,,﻿Rio del Pueblo,,﻿NM,,36.422352,-105.535827,,,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0063,﻿church,﻿Santa Cruz de la Cañada,English,,,﻿La Cañada,,,﻿La Cañada,﻿Santa Cruz,﻿NM,,35.991132,-106.04881,,,,﻿jua_d_trujillo_002,﻿Rev.,﻿Juan de Jesus Trujillo,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0064,﻿chapel,﻿Sanctuario del Sr. de Esquipula,English,,,﻿La Cañada,,,,﻿Chimayo,﻿NM,,36.003913,-105.946966,﻿san.nm.0063,﻿Attended from Santa Cruz,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0065,﻿chapel,﻿Chapel of San Francisco,English,,﻿Indian Pueblo,﻿La Cañada,,,﻿Nambé,﻿Nambé Pueblo,﻿NM,,35.893359,-105.982522,﻿san.nm.0063,﻿Attended from Santa Cruz,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0066,﻿chapel,﻿San Antonio's Chapel,English,,,﻿La Cañada,,,﻿El Quemado,﻿Cordova,﻿NM,,34.972731,-105.032363,﻿san.nm.0063,﻿Attended from Santa Cruz,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0067,﻿chapel,﻿Chapel of N. Senora,English,,,﻿La Cañada,,,﻿Las Truchas,﻿Truchas,﻿NM,,36.044183,-105.812756,﻿san.nm.0063,﻿Attended from Santa Cruz,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0227,﻿church,[Unnamed Institution],English,,﻿Indian Pueblo,,,,﻿Santo Domingo,﻿Kewa Pueblo,﻿NM,,35.514444,-106.363333,,,,﻿man_chavez_001,﻿Rev.,﻿M. Chavez,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0120,﻿chapel,﻿Na. Señ. de Guadalupe,English,,,﻿Peña Blanca,,,﻿Peña Blanca,﻿Peña Blanca,﻿NM,,,,,﻿attended from Santo Domingo,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0121,﻿chapel,﻿Santa Rosa,English,,,﻿Peña Blanca,,,﻿Cubero,﻿Cubero,﻿NM,,35.402183,-106.443724,,﻿attended from Santo Domingo,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0122,﻿chapel,[Unnamed Institution],English,,﻿Indian Pueblo,﻿Peña Blanca,,,﻿San Felipe,﻿San Felipe Pueblo,﻿NM,,35.60892,-106.350304,,﻿attended from Santo Domingo,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0123,﻿chapel,﻿Chapel of San Buenaventura,English,,﻿Indian Pueblo,﻿Peña Blanca,,,﻿Cochiti,﻿Cochiti Pueblo,﻿NM,,35.453428,-106.078962,,﻿attended from Santo Domingo,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0099,﻿chapel,[Unnamed Institution],English,,,,,,﻿Santa Clara,﻿Santa Clara Pueblo,﻿NM,,35.974546,-106.090472,,,,﻿ram_medina_001,﻿Rev.,﻿Ramon Medina,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0100,﻿chapel,﻿San Jose de Chama,English,,,﻿San Ildefonzo,,,﻿Chama,﻿Chama,﻿NM,,36.902791,-106.579217,﻿san.nm.0099,﻿Attended from Santa Clara,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0101,﻿chapel,[Unnamed Institution],English,,,﻿San Ildefonzo,,,﻿Los Ranchitos,﻿Española,﻿NM,,35.948945,-106.074048,﻿san.nm.0099,﻿Attended from Santa Clara,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0098,﻿church,﻿Parish Church,English,,﻿Indian Pueblo,﻿San Ildefonzo,,,﻿San Ildefonzo,﻿San Ildefonzo Pueblo,﻿NM,,35.891969,-106.118358,﻿san.nm.0099,﻿Attended from Santa Clara,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0104,﻿chapel,[Unnamed Institution],English,,﻿Indian Pueblo,﻿San Ildefonzo,,,﻿Pohuaque,﻿Pojoaque,﻿NM,,35.892803,-106.023078,﻿san.nm.0099,﻿Attended from Santa Clara,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0105,﻿church,﻿San Juan de los Cavalleros,English,,﻿Indian Pueblo,﻿San Juan de los Cavalleros,,,,﻿Ohkay Owingeh,﻿NM,,36.052801,-106.070579,,,,﻿f_boucard_002,﻿Rev.,﻿F. Boucard,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0107,﻿chapel,﻿Chapel of Na. Sen. de la Soledad,English,,,﻿San Juan de los Cavalleros,,,﻿La Villita,﻿La Villita,﻿NM,,34.972731,-105.032363,﻿san.nm.0091,﻿Attended from San Juan,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0109,﻿chapel,﻿Chapel of Na. Sen. de Guadalupe,English,,,﻿San Juan de los Cavalleros,,,﻿La Jolla,﻿La Joya,﻿NM,,34.345639,-106.845692,﻿san.nm.0091,﻿Attended from San Juan,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0229,﻿chapel,[Unnamed Institution],English,,,,,,﻿San Antonio,﻿San Antonio,﻿NM,,33.916111,-106.87,﻿san.nm.0091,﻿Attended from San Juan,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0112,﻿chapel,[Unnamed Institution],English,,,﻿San Juan de los Cavalleros,,,﻿El Embudo,﻿Embudo,﻿NM,,36.207523,-105.961132,﻿san.nm.0091,﻿Attended from San Juan,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0111,﻿chapel,[Unnamed Institution],English,,,﻿San Juan de los Cavalleros,,,﻿Chamita,﻿Chamita,﻿NM,,36.075301,-106.104067,﻿san.nm.0091,﻿Attended from San Juan,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0113,﻿church,[Unnamed Institution],English,,﻿Parish Church,﻿San Miguel del Vado,,,﻿San Miguel del Vado,﻿Ribera/San Miguel del Vado,﻿NM,,35.364998,-105.449987,,,,﻿jua_guérin_002,﻿Rev.,﻿Juan Guerin,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0114,﻿chapel,[Unnamed Institution],English,,,﻿San Miguel del Vado,,,﻿San José,﻿San Jose,﻿NM,,35.397266,-105.475012,﻿san.nm.0133,﻿Attended from San Miguel,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0115,﻿chapel,﻿Chapel of San Antonio,English,,,﻿San Miguel del Vado,,,﻿El Pueblo,﻿Pueblo/Ribera,﻿NM,,35.373655,-105.448623,﻿san.nm.0133,﻿Attended from San Miguel,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0116,﻿chapel,[Unnamed Institution],English,,,﻿San Miguel del Vado,,,﻿El Puertecito,,﻿NM,,35.348366,-107.791725,﻿san.nm.0133,﻿Attended from San Miguel,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0117,﻿chapel,[Unnamed Institution],English,,,﻿San Miguel del Vado,,,﻿La Cuesta,﻿Villanueva,﻿NM,,35.266753,-105.36134,﻿san.nm.0133,﻿Attended from San Miguel,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0119,﻿chapel,[Unnamed Institution],English,,,﻿San Miguel del Vado,,,﻿Los Placitas del Rio Pecos,,﻿NM,,35.573056,-106.337222,﻿san.nm.0133,﻿Attended from San Miguel,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0118,﻿chapel,[Unnamed Institution],English,,,﻿San Miguel del Vado,,,﻿Bernal,﻿Bernal,﻿NM,,35.392823,-105.317509,﻿san.nm.0133,﻿Attended from San Miguel,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0133,﻿church,﻿Parish Church of San Miguel,English,,,﻿Socorro,,,﻿Socorro,﻿Socorro,﻿NM,,34.202791,-106.921901,,,,﻿ben_bernard_002,﻿Rev.,﻿Benito Bernard,﻿Assistant,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0236,﻿church,[Unnamed Institution],English,,,﻿Socorro,,,﻿San Lorenzo,﻿San Lorenzo,﻿NM,,35.573611,-106.125556,﻿san.nm.0133,﻿Attended from Socorro,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0229,﻿church,[Unnamed Institution],English,,,﻿Socorro,,,﻿La Jolla,﻿La Joya,﻿NM,,34.345,-106.84667,﻿san.nm.0133,﻿Attended from Socorro,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0230,﻿church,[Unnamed Institution],English,,,﻿Socorro,,,﻿La Jollita,﻿La Jollita,﻿NM,,34.256102,-106.869426,﻿san.nm.0133,﻿Attended from Socorro,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0136,﻿chapel,[Unnamed Institution],English,,,﻿Socorro,,,﻿El Sabino,﻿Sabinal,﻿NM,,33.988955,-106.885304,﻿san.nm.0133,﻿Attended from Socorro,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0237,﻿chapel,[Unnamed Institution],English,,,,,,﻿Valverde,﻿Val Verde,﻿NM,,33.633333,-107.011389,﻿san.nm.0133,﻿Attended from Socorro,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0140,﻿chapel,[Unnamed Institution],English,,,,,,﻿San Antonio,﻿San Antonio,﻿NM,,35.044444,-107.468056,﻿san.nm.0133,﻿Attended from Socorro,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0141,﻿church,﻿San Fernando,English,,,﻿Taos,,,﻿Taos,﻿Taos,﻿NM,,,,,,,﻿gab_ussel_001,﻿Rev.,﻿Gabriel Ussel,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0141,﻿church,﻿San Fernando,English,,,﻿Taos,,,﻿Taos,﻿Taos,﻿NM,,,,,,,﻿ram_rodriguez_001,﻿Rev.,﻿R. Rodriguez,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0144,﻿chapel,﻿San Hieronimo,English,,﻿Indian Pueblo,﻿Taos,,,,,﻿NM,,36.35845,-105.60837,﻿san.nm.0141,﻿attended from Taos,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0145,﻿chapel,﻿San Francisco,English,,,﻿Taos,,,﻿El Rancho,﻿Ranchos de Taos,﻿NM,,35.889192,-106.079746,﻿san.nm.0141,﻿attended from Taos,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0147,﻿chapel,[Unnamed Institution],English,,,﻿Taos,,,﻿El Ronchito,,﻿NM,,36.3872,-105.564026,﻿san.nm.0141,﻿attended from Taos,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0150,﻿chapel,[Unnamed Institution],English,,,﻿Taos,,,﻿Los Luceros,﻿Los Luceros,﻿NM,,36.536139,-105.669897,﻿san.nm.0141,﻿attended from Taos,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0155,﻿church,﻿Natividad de Na. Señora,English,,,﻿Tome,,,﻿Tome,﻿Tome,﻿NM,,34.972731,-105.032363,,,,﻿j_b_raillère_002,﻿Rev.,﻿J. B. Raillère,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0238,﻿church,﻿San José,English,,,,,,﻿Bosque de Los Pinos,﻿Los Pinos,﻿NM,,34.853889,-106.701111,﻿san.nm.0155,﻿Attended from Tome,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0156,﻿chapel,﻿Sangre de Cristo,English,,,﻿Tome,,,﻿Valencia,﻿Valencia,﻿NM,,35.991999,-105.937086,﻿san.nm.0155,﻿Attended from Tome,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0158,﻿chapel,[Unnamed Institution],English,,,﻿Tome,,,﻿Casa Colorada,﻿Casa Colorada,﻿NM,,32.106877,-111.007983,﻿san.nm.0155,﻿Attended from Tome,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0239,﻿chapel,[Unnamed Institution],English,,,﻿Tome,,,﻿La. Peralta,﻿Peralta,﻿NM,,34.828333,-106.685833,﻿san.nm.0155,﻿Attended from Tome,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0215,﻿chapel,[Unnamed Institution],English,,,,,,﻿Las Cruces,﻿Las Cruces,﻿AZ,,32.314444,-106.778889,,,,﻿jj_vaca_001,﻿Rev.,﻿J.J. Vaca,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0001,﻿church,﻿Church of the Immaculate Conception,English,,,,,﻿City and County of Denver,﻿Denver City,﻿Denver,﻿CO,,39.739236,-104.990251,,,,﻿jp_macheboeuf_003,﻿Very Rev.,﻿J.P. Macheboeuf,﻿Pastor,﻿V.G.,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0001,﻿church,﻿Church of the Immaculate Conception,English,,,,,﻿City and County of Denver,﻿Denver City,﻿Denver,﻿CO,,39.739236,-104.990251,,,,﻿jb_raverdy_003,﻿Rev.,﻿J.B. Raverdy,﻿Assistant,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0016,﻿church,﻿St. Patrick's,English,,,,,﻿Gilpin County,﻿Central City,﻿Central City,﻿CO,,39.8019,-105.5142,,,,﻿tho_a_smith_002,﻿Rev.,﻿Thomas A. Smith,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0041,﻿church,[Unnamed Institution],English,﻿Mexican population,﻿church building on a beautiful farm given to the church,,﻿Huerfano Co.,﻿Huerfano County,,,,,37.72724,-105.01406,,﻿Attended from Denver,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0037,﻿chapel,﻿Chapel of the Holy Trinity,English,﻿Mexican population,,,﻿Las Animas Co.,﻿Las Animas County,﻿Trinidad,﻿Trinidad,﻿CO,,37.176802,-104.52102,,﻿Attended from Mora,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0012,﻿chapel,﻿Chapel of St. Joseph,English,,,,,﻿Jefferson County,﻿Golden City,﻿Golden,﻿CO,,39.731705,-105.196073,,﻿Attended from Denver,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0004,﻿chapel,[Unnamed Institution],English,,,,,﻿Boulder County,﻿South Boulder,﻿Boulder,﻿CO,,39.978428,-105.260441,,﻿Attended from Denver,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0007,﻿chapel,[Unnamed Institution],English,,,,,﻿Lake County,﻿California Gulch,﻿Leadville,,﻿CO,39.250823,-106.292524,,﻿Attended from Denver,﻿occasionally,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0067,﻿chapel,[Unnamed Institution],English,,,,,,﻿Lorette,,,,39.661581,-105.028895,,﻿Attended from Denver,﻿occasionally,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0068,﻿chapel,[Unnamed Institution],English,,,,,,﻿Montgomery in South-Park,﻿South Park,,﻿CO,39.355571,-106.075633,,﻿Attended from Denver,﻿occasionally,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0017,﻿chapel,[Unnamed Institution],English,,,,,﻿Gilpin County,﻿Black Hawk,﻿Black Hawk,﻿CO,,39.8038,-105.4952,,﻿Attended from Central City,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0023,﻿chapel,[Unnamed Institution],English,,,,,﻿Gilpin County,﻿Nevada City,﻿Nevadaville,,﻿CO,39.796344,-105.530464,,﻿Attended from Central City,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0020,﻿chapel,[Unnamed Institution],English,,,,,﻿Clear Creek County,﻿Idaho,﻿Idaho Springs,,,39.742488,-105.513608,,﻿Attended from Central City,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0019,﻿chapel,[Unnamed Institution],English,,,,,﻿Clear Creek County,﻿Empire City,﻿Empire,﻿CO,,39.761376,-105.684448,,﻿Attended from Central City,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0224,﻿church,﻿San Agusten,English,,,,,,﻿Tucson,﻿Tucson,﻿AZ,,34.544313,-112.467285,,,,﻿l_bosco_002,﻿Rev.,﻿L. Bosco,,﻿S.J.,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0222,﻿church,﻿San Xavier del Bac,English,"﻿attended by several hundred Catholic Indian families, called Papagos, of the Pima tribe",,,,,,,,,32.221667,-110.926389,,,,﻿c_messea_001,﻿Rev.,﻿C. Messea,,﻿S.J.,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿tuc.az.0001,﻿church,[Unnamed Institution],English,,,,,,﻿La Paz,﻿La Paz,﻿AZ,,34.155,-112.706944,,﻿Attended from Tucson,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0242,﻿mission,﻿Navajo Mission,English,,,,,,﻿Bosque Redondo,﻿Bosque Redondo,﻿NM,,34.302802,-104.195205,,,,﻿m_fleurant_002,﻿Rev.,﻿M. Fleurant,,,,﻿layperson,﻿8000 Navajo,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0242,﻿mission,﻿Navajo Mission,English,,,,,,﻿Bosque Redondo,﻿Bosque Redondo,﻿NM,,34.302802,-104.195205,,,,,,,,,,﻿layperson,﻿400 Mescalero Apaches,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0231,﻿seminary,﻿Preparatory Seminary of San Francisco,English,,,,,,,,,,37.7775,-122.416389,,,,,,,,,,﻿priest,﻿5 seminarians,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0159,﻿college,﻿San Miguel College,English,,,,,,,,,,,,,,,﻿hilarien_san.nm_001,﻿Brother,﻿Hilarien,﻿Director,,,﻿student,﻿130 pupils,﻿under the direction of six Brothers of the Christian Doctrine,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0159,﻿college,﻿San Miguel College,English,,,,,,,,,,,,,,,,,,,,,﻿religious,﻿6 brothers,﻿under the direction of six Brothers of the Christian Doctrine,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0241,﻿school,[Unnamed Institution],English,,,,,,﻿Santa Fe,﻿Santa Fe,﻿NM,,35.667222,-105.964444,,,,,,,,,,﻿child,﻿500 children,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0160_01,﻿convent,﻿Convent of our Lady of Light,English,,,,,,﻿Santa Fe,﻿Santa Fe,﻿NM,,35.674809,-105.915497,,,,﻿m-magdalen_hayden_san.nm_002,﻿Mother,﻿Mary Magdalen Hayden,﻿Superior,,,﻿boarder,﻿40 boarders,﻿under the direction of the Sisters of Loretto,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0160_01,﻿convent,﻿Convent of our Lady of Light,English,,,,,,﻿Santa Fe,﻿Santa Fe,﻿NM,,35.674809,-105.915497,,,,,,,,,,﻿extern,﻿100 externs,﻿under the direction of the Sisters of Loretto,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿san.nm.0163,﻿convent,﻿Convent and School of the Sisters of Loretto,English,,,,,,﻿Mora,﻿Mora,﻿NM,,35.096926,-106.669938,,,,,,,,,,﻿student,﻿100 pupils,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0054,﻿convent,﻿St. Mary's Convent and Academy,English,,,,,,﻿Denver,﻿Denver,﻿CO,,39.63391,-104.96097,,,,,,,,,,,,﻿Sisters of Loretto,,1865,﻿,﻿,﻿Santa Fe,SantaFe
﻿den.co.0064,﻿school,﻿St. Patrick's Boys School,English,,,,,,﻿Central City,﻿Central City,﻿CO,,39.801193,-105.514164,,,,,,,,,,,,,,1865,﻿,﻿,﻿Santa Fe,SantaFe
