instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,Unnamed: 42,Unnamed: 43,Unnamed: 44,Unnamed: 45,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿alb.ny.0003,﻿church,﻿St. Mary's,English,"﻿new church, under roof",,,,,﻿Albany City,﻿Albany,﻿NY,,42.651864,-73.752808,,,,﻿jos_taney_001,﻿Rev.,﻿Joseph Taney,,﻿Assistant,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0004,﻿church,﻿St. John's,English,,,,,,﻿Albany City,﻿Albany,﻿NY,,42.704188,-73.798942,,,,﻿e_bayard_001,﻿Rev.,﻿E. Bayard,,﻿Pastor,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0004,﻿church,﻿St. John's,English,,,,,,﻿Albany City,﻿Albany,﻿NY,,42.704188,-73.798942,,,,,﻿Rev.,﻿----,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0005,﻿church,﻿Holy Cross,﻿German and French,,,,,,﻿Albany City,﻿Albany,﻿NY,,42.652579,-73.756232,,,,﻿the_noethen_001,﻿Rev.,﻿Theo. Noethen,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0006,﻿church,﻿St. Patrick's,English,﻿new church,,,,,﻿Albany City,﻿Albany,﻿NY,,42.652579,-73.756232,,,,﻿fel_mcginn_001,﻿Rev.,﻿Felix McGinn,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0007,﻿church,﻿St. Ann's,English,﻿church under roof,,,,,﻿Albany City,﻿Albany,﻿NY,,42.639428,-73.75769,,,,﻿tho_doran_001,﻿Rev.,﻿Thomas Doran,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0008,﻿church,﻿St. Nicholas,﻿German,﻿New church begun,,,,,﻿Albany City,﻿Albany,﻿NY,,42.706944,-73.816175,,,,﻿fra_m_neubauer_001,﻿Rev.,﻿Francis Neubauer,﻿O.M.C.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0010,"﻿convent, academy",﻿Convent/Novitiate and Academy of the Sacred Heart,English,,﻿Kenwood,,,﻿Albany County,﻿Albany City,﻿Albany,﻿NY,,42.623691,-73.773177,,,,﻿tho_walsh_001,﻿Rev.,﻿Thomas Walsh,,﻿Chaplain,﻿Convent and Academy,,,﻿Under the direction of the Ladies of the Sacred Heart,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0010,"﻿convent, academy",﻿Convent/Novitiate and Academy of the Sacred Heart,English,,﻿Kenwood,,,﻿Albany County,﻿Albany City,﻿Albany,﻿NY,,42.623691,-73.773177,,,,﻿a_hardy_alb.ny_001,﻿Madame,﻿A. Hardy,,﻿Provincial and Superior,﻿Novitiate and Academy,,,﻿Under the direction of the Ladies of the Sacred Heart,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0335,﻿academy,﻿Convent and Academy of the Sacred Heart,English,,﻿34 Beaver street,,,,﻿Albany City,﻿Albany,﻿NY,,42.648769,-73.753572,﻿alb.ny.0001,﻿attended from the cathedral,,﻿brennan_alb.ny_001,﻿Madame,﻿Brennan,,﻿Superior,﻿Convent and Academy,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0012,﻿chapel,﻿Boys Asylum,English,,,,,,﻿Albany City,﻿Albany,﻿NY,,42.652579,-73.756232,,,,﻿a_manahan_001,﻿Rev.,﻿A. Manahan,﻿D.D.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0013,﻿hospital,﻿Hospital,English,,,,,,﻿Albany City,﻿Albany,﻿NY,,42.652579,-73.756232,,,,﻿a_manahan_001,﻿Rev.,﻿A. Manahan,﻿D.D.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0014,﻿home,﻿Soldier's Home,English,,,,,,﻿Albany City,﻿Albany,﻿NY,,42.671221,-73.737598,,,,﻿a_manahan_001,﻿Rev.,﻿A. Manahan,﻿D.D.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0015,﻿house,﻿alms-House,English,,,,,,﻿Albany City,﻿Albany,﻿NY,,42.648405,-73.780346,,,,﻿a_manahan_001,﻿Rev.,﻿A. Manahan,﻿D.D.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0016,﻿church,﻿St. John's Church,English,,,,,,﻿East Albany,﻿Albany,﻿NY,,42.704188,-73.798942,,,,﻿c_fitzpatrick_001,﻿Rev.,﻿C. Fitzpatrick,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0020,﻿church,[Unnamed Institution],English,,,,﻿Oneida County,﻿Oneida County,﻿Alder Creek,﻿Alder Creek,﻿NY,,43.423402,-75.227945,﻿alb.ny.0082,﻿attended from Constableville,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0022,﻿church,﻿St. Mary's,English,,,,﻿Montgomery County,﻿Montgomery County,﻿Amsterdam,﻿Amsterdam,﻿NY,,42.937745,-74.190356,,,,﻿phi_keveny_001,﻿Rev.,﻿Philip Keveny,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0023,﻿church,[Unnamed Institution],English,,,,﻿Oneida County,﻿Oneida County,﻿Annsville,﻿Annsville,﻿NY,,43.320996,-75.644084,﻿alb.ny.0113,﻿attended from Florence,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0024,﻿church,﻿St. Michael's,English,,,,﻿Jefferson County,﻿Jefferson County,﻿Antwerp,﻿Antwerp,﻿NY,,44.199227,-75.606879,﻿alb.ny.0072,﻿attended from Clayton,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0025,﻿church,﻿St. Patrick's,English,,,,﻿Greene County,﻿Greene County,﻿Ashland,﻿Ashland,﻿NY,,42.303696,-74.333479,﻿alb.ny.0060,﻿attended from Catskill,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0026,﻿church,﻿—,English,,,,﻿Greene County,﻿Greene County,﻿Athens,﻿Athens,﻿NY,,42.278037,-73.865429,﻿alb.ny.0144,﻿attended from Hudson,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0027,﻿church,﻿Holy Name,English,,,,﻿Clinton County,﻿Clinton County,﻿Ausable Forks,﻿Au Sable Forks,﻿NY,,44.439685,-73.678554,﻿alb.ny.0155,﻿attended from Keeseville,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0028,﻿church,﻿St. Mary's,English,,,,﻿Onondaga County,﻿Onondaga County,﻿Baldwinsville,﻿Baldwinsville,﻿NY,,43.158679,-76.332709,,,,﻿pat_smith_001,﻿Rev.,﻿Patrick Smith,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0029,﻿church,﻿St. Peter's,English,,,,﻿Saratoga County,﻿Saratoga County,﻿Ballston,﻿Ballston,﻿NY,,42.965396,-73.865429,,,,﻿a_mcgough_001,﻿Rev.,﻿A. McGough,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0030,﻿church,[Unnamed Institution],English,,,,﻿Rensselaer County,,﻿Bangall,,﻿NY,,42.910477,-73.433804,﻿alb.ny.0246,﻿attended from Schaghticoke,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0037,﻿church,[Unnamed Institution],English,,,,﻿Lewis County,,﻿Belleville,,﻿NY,,43.840112,-75.434473,﻿alb.ny.0082,﻿attended from Constableville,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0038,﻿church,[Unnamed Institution],English,,,,﻿Lewis County,,﻿Belford,﻿Belfort,﻿NY,,43.928124,-75.332132,﻿alb.ny.0088,﻿attended from Croghan,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0039,﻿church,﻿St. John's,English,,,,﻿Broome County,﻿Broome County,﻿Binghamton,﻿Binghamton,﻿NY,,42.098687,-75.917974,,,,﻿jam_hourigan_001,﻿Rev.,﻿James Hourigan,,﻿Pastor,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0381,﻿church,[Unnamed Institution],English,,,,﻿Clinton County,,﻿Blackbrook,,﻿NY,,44.458333,-73.7425,﻿alb.ny.0155,﻿attended from Keeseville,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0040,﻿church,[Unnamed Institution],English,,,,﻿Fulton County,﻿Fulton County,﻿Bleecker,﻿Bleecker,﻿NY,,43.119794,-74.367637,,"﻿attended from Franciscan Convent, Utica",,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0041,﻿church,[Unnamed Institution],English,,,,﻿Oneida County,﻿Oneida County,﻿Boonville,﻿Boonville,﻿NY,,43.48368,-75.336561,﻿alb.ny.0082,﻿attended from Constableville,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0042,﻿church,[Unnamed Institution],English,,,,﻿Franklin County,﻿St. Lawrence County,﻿Brazier Falls,﻿Brasher,﻿NY,,44.807168,-74.776885,,,,﻿joh_mcdermott_001,﻿Rev.,﻿John McDermott,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0043,﻿church,[Unnamed Institution],English,,,,﻿Franklin County,,﻿Brush's Mills,,﻿NY,,44.592614,-74.33878,﻿alb.ny.0173,﻿attended from Malone,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0044,﻿church,[Unnamed Institution],English,,,,﻿Rensselaer County,﻿Rensselaer County,﻿Buskirk's Bridge,﻿Buskirk,﻿NY,,42.953297,-73.432884,﻿alb.ny.0053,﻿attended from Cambridge,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0051,﻿church,﻿St. James's,English,,,,﻿Clinton County,﻿Clinton County,﻿Cadysville,﻿Cadysville,﻿NY,,44.698098,-73.631528,﻿alb.ny.0223,﻿attended from Plattsburgh,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0052,﻿church,[Unnamed Institution],English,,,,﻿Oswego County,﻿Oswego County,﻿Colosse,﻿Colosse,﻿NY,,43.420347,-76.158815,﻿alb.ny.0320,"﻿attended from Franciscan Convent, Syracuse",,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0053,﻿church,﻿St. Mary's,English,,,,﻿Washinton County,﻿Washington County,﻿Cambrdige,﻿Cambridge,﻿NY,,43.028133,-73.381223,,,,﻿e_j_donnelly_001,﻿Rev.,﻿E. J. Donnelly,﻿O.S.A.,﻿Pastor,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0054,﻿church,﻿St. John's,English,﻿New church in progress,,,﻿Oneida County,﻿Oneida County,﻿Camden,﻿Camden,﻿NY,,43.338736,-75.783659,﻿alb.ny.0113,﻿attended from Florence,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0055,﻿church,﻿St. Mary's,English,,,,﻿Onondaga County,﻿Onondaga County,﻿Camillus,﻿Camillus,﻿NY,,43.040786,-76.281085,,,,﻿wil_carroll_001,﻿Rev.,﻿William Carroll,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0056,﻿church,[Unnamed Institution],English,,,,﻿Montgomery County,﻿Montgomery County,﻿Canajoharie,﻿Canajoharie,﻿NY,,42.905629,-74.571807,﻿alb.ny.0083,﻿attended from Cooperstown,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0057,﻿church,﻿St. Lawrence,English,,,,﻿St. Lawrence County,﻿St. Lawrence County,﻿Canton,﻿Canton,﻿NY,,44.597147,-75.205461,﻿alb.ny.0228,﻿attended from Potsdam,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0058,﻿church,[Unnamed Institution],English,,,,﻿Jefferson County,﻿Jefferson County,﻿Cape Vincent,﻿Cape Vincent,﻿NY,,44.12783,-76.333001,,,,﻿c_f_turgeon_001,﻿Rev.,﻿C. F. Turgeon,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0059,﻿church,﻿St. James',English,,,,﻿Jefferson County,﻿Jefferson County,﻿Carthage,﻿Carthage,﻿NY,,43.978124,-75.609359,,,,﻿j_w_barry_001,﻿Rev.,﻿J. W. Barry,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0060,﻿church,﻿St. Patrick's,English,,,,﻿Greene County,﻿Greene County,﻿Catskill,﻿Catskill,﻿NY,,42.21731,-73.864573,,,,﻿j_h_maeyers_001,﻿Rev.,﻿J. H. W. Maeyers,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0062,﻿church,﻿St. James',English,,,,﻿Madison County,﻿Madison County,﻿Cazenovia,﻿Cazenovia,﻿NY,,42.930067,-75.852691,,,,﻿p_brady_001,﻿Rev.,﻿P. Brady,﻿.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0063,﻿church,﻿St. Anne's,English,,,,﻿Clinton County,﻿Clinton County,﻿Centreville,﻿Mooers Forks,﻿NY,,44.958094,-73.640699,﻿alb.ny.0064,﻿attended from Champlain,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0064,﻿church,﻿St. Mary's,English,,,,﻿Clinton County,﻿Clinton County,﻿Champlain,﻿Champlain,﻿NY,,44.986427,-73.446525,,,,﻿o_la-salle_001,﻿Rev.,﻿O. La Salle,,﻿Pastor,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0064,﻿church,﻿St. Mary's,English,,,,﻿Clinton County,﻿Clinton County,﻿Champlain,﻿Champlain,﻿NY,,44.986427,-73.446525,,,,﻿cha_clement_002,﻿Rev.,﻿Charles Clement,,﻿Assistant,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0065,﻿church,﻿St. Patrick's,English,,,,﻿Franklin County,﻿Franklin County,﻿Chateaugay,﻿Chateaugay,﻿NY,,44.925959,-74.081235,,,,﻿edm_de-pauw_001,﻿Rev.,﻿Edmond de Pauw,﻿O.M.C.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0065,﻿church,﻿St. Patrick's,English,,,,﻿Franklin County,﻿Franklin County,﻿Chateaugay,﻿Chateaugay,﻿NY,,44.925959,-74.081235,,,,﻿bon_m_corney_001,﻿Rev.,﻿B. Corney,﻿O.M.C.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0066,﻿church,[Unnamed Institution],English,,,,,,﻿Chatham Centre,﻿Chatham Center,﻿NY,,42.418139,-73.614006,,,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0067,﻿church,﻿St. Patrick's,English,,,,﻿Columbia County,﻿Columbia County,﻿Chatham Four Corners,﻿Chatham,﻿NY,,42.364252,-73.594839,,,,﻿j_j_moriarty_001,﻿Rev.,﻿J. J. Moriarty,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0069,﻿church,[Unnamed Institution],English,,,,,,﻿Cherry Valley,,﻿NY,,42.670974,-74.512956,﻿alb.ny.0083,﻿attended from Cooperstown,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0070,﻿church,[Unnamed Institution],English,,,,﻿Clinton County,﻿Clinton County,﻿Chazy,﻿Chazy,﻿NY,,44.889533,-73.436033,﻿alb.ny.0084,﻿attended from Corbeau,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0071,﻿church,﻿St. Patrick's,English,,,,,﻿Madison County,﻿Chittenango,﻿Chittenango,﻿NY,,43.0496,-75.904525,﻿alb.ny.0062,﻿attended from Cazenovia,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0072,﻿church,﻿St. Mary's,English,,"﻿Clayton, or French Creek, Jefferson Co.,",,﻿Jefferson County,﻿Jefferson County,"﻿Clayton, or French Creek",﻿Clayton,﻿NY,,44.239491,-76.085776,,,,﻿jam_j_sherry_001,﻿Rev.,﻿James J. Sherry,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0073,﻿church,[Unnamed Institution],English,,,,﻿Oneida County,﻿Oneida County,﻿Clayville,﻿Clayville,﻿NY,,42.98007,-75.250996,,,,﻿phi_smith_001,﻿Rev.,﻿Philip Smith,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0075,﻿church,﻿St. Mary's,English,,,,﻿Oneida County,﻿Oneida County,﻿Clinton,﻿Clinton,﻿NY,,43.048403,-75.378503,,,,﻿p_oreilly_001,﻿Rev.,﻿P. O'Reilly,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0076,﻿church,[Unnamed Institution],English,,,,﻿Clinton County,﻿Clinton County,﻿Clintonville,﻿Clintonville,﻿NY,,44.465603,-73.582637,﻿alb.ny.0155,﻿attended from Keeseville,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0077,﻿church,[Unnamed Institution],English,,,,﻿Albany County,﻿Albany County,﻿Coeysmans,﻿Coeymans,﻿NY,,42.473971,-73.792346,﻿alb.ny.0086,﻿attended from Coxsackie,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0078,﻿church,﻿St. Bernard's,English,,,,﻿Albany County,﻿Albany County,﻿Cohoes,﻿Cohoes,﻿NY,,42.774245,-73.700119,,,,﻿tho_keveny_001,﻿Rev.,﻿Thomas Keveny,,﻿Pastor,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0078,﻿church,﻿St. Bernard's,English,,,,﻿Albany County,﻿Albany County,﻿Cohoes,﻿Cohoes,﻿NY,,42.774245,-73.700119,,,,﻿wil_fitzgerald_002,﻿Rev.,﻿William Fitzgerald,,﻿Assistant,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0080,﻿church,﻿St. Patrick's,English,,,,﻿Otsego County,﻿Otsego County,﻿Constantia,﻿Constantia,﻿NY,,42.577978,-75.061115,﻿alb.ny.0234,﻿attended from Rome,,,,,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0082,﻿church,﻿St. Mary's,English,,,,﻿Lewis County,﻿Lewis County,﻿Constableville,﻿Constableville,﻿NY,,43.566736,-75.428511,,,,﻿eug_carroll_001,﻿Rev.,﻿Eugene Carroll,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0388,﻿church,﻿St. Michael's,English,,,,﻿Lewis County,﻿Lewis County,﻿Constableville,﻿Constableville,﻿NY,,,,,,,﻿cle_luitz_001,﻿Rev.,﻿C. Luitz,﻿O.M.C.,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0083,﻿church,﻿Our Lady of the Lake,English,﻿new church,,,﻿Otsego County,﻿Otsego County,﻿Cooperstown,﻿Cooperstown,﻿NY,,42.70063,-74.924321,,,,﻿j_j_brennan_001,﻿Rev.,﻿J. J. Brennan,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0084,﻿church,﻿St. Joseph's,English,,,,﻿Clinton County,﻿Clinton County,﻿Corbeau,﻿Coopersville,﻿NY,,44.943095,-73.407912,,,,﻿lou_lapic_001,﻿Rev.,﻿Louis Lapic,,,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
﻿alb.ny.0085,﻿church,﻿St. —,English,,,,﻿Cortland County,﻿Cortland County,﻿Cortland,﻿Cortland,﻿NY,,42.60626,-76.160041,,,,﻿b_f_mcloghlin_001,﻿Rev.,﻿B. F. McLoghlin,,﻿Pastor,,,,,,1868,,,,,,,,,,,,,,,,,,,,,,,,﻿,﻿,﻿Albany,Albany
