instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingChurch,attendingChurchFrequency,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,order,year,Unnamed: 30,Unnamed: 31,Unnamed: 32,Unnamed: 33,Unnamed: 34,Unnamed: 35,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,attendingPersID,attendingChurchNote,diocese,diocese_reg
﻿gal.tx.0140,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,,﻿Savinito,﻿Sabanito,﻿TX,,26.211046,-97.860013,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0141,﻿church,[Unnamed Institution],English,,,,﻿Guadalupe County,﻿Guadalupe County,﻿Seguin,﻿Seguin,﻿TX,,29.568925,-97.964583,﻿gal.tx.0094,﻿attended from New-Braunfels,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0142,﻿church,[Unnamed Institution],English,,﻿Rose Hill P.O.,,﻿Montgomery County,﻿Harris County,﻿Spring Creek,﻿Rose Hill,﻿TX,,30.070774,-95.703558,﻿gal.tx.0063,﻿attended from Houston,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0143,﻿church,[Unnamed Institution],English,,,,﻿Liberty County,﻿Hardin County,﻿Sour Lake,﻿Sour Lake,﻿TX,,30.140212,-94.411024,﻿gal.tx.0063,﻿attended from Houston,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0144,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,,﻿Tajos,,﻿TX,,26.128497,-97.524724,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0145,﻿church,[Unnamed Institution],English,,,,﻿Cameron County,﻿Cameron County,﻿Tangue de Carecito,,﻿TX,,26.246775,-97.3488,﻿gal.tx.0023,﻿attended from Brownsville,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0168,﻿church,[Unnamed Institution],English,,,,﻿Nueces County,,﻿Trinidad,,,,27.585596,-98.074671,﻿gal.tx.0128,﻿attended from San Diego,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0148,﻿church,[Unnamed Institution],English,,,,﻿Zapata County,﻿Zapata County,﻿Uribeño,,﻿TX,,26.737413,-99.224308,﻿gal.tx.0114,﻿attended from Roma by the Oblate Fathers,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0149,﻿church,[Unnamed Institution],English,,,,﻿Victoria County,﻿Victoria,﻿Victoria,﻿Victoria,﻿TX,,28.805267,-97.003598,,,,﻿aug_gardet_001,﻿Rev.,﻿August Gardet,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0149,﻿church,[Unnamed Institution],English,,,,﻿Victoria County,﻿Victoria,﻿Victoria,﻿Victoria,﻿TX,,28.805267,-97.003598,,,,﻿p_krauss_001,﻿Rev.,﻿Paul Kraus,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0150,﻿church,[Unnamed Institution],English,,,,﻿Brazoria County,﻿Brazoria County,﻿Velasco,﻿Freeport,﻿TX,,28.954137,-95.359662,﻿gal.tx.0021,﻿attended from Brazoria,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0151,﻿church,[Unnamed Institution],English,,,,﻿Washington County,﻿Washington County,﻿Washington,﻿Washington-on-the-Brazos,﻿TX,,30.325275,-96.15731,﻿gal.tx.0088,﻿attended from Millican,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0152,﻿church,[Unnamed Institution],English,,,,﻿Robertson County,﻿Robertson County,﻿Wheelock,﻿Wheelock,﻿TX,,30.89769,-96.389964,﻿gal.tx.0088,﻿attended from Millican,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0153,﻿church,[Unnamed Institution],English,,,,﻿Travis County,﻿Travis County,﻿Webberville,﻿Webberville,﻿TX,,30.231045,-97.516665,﻿gal.tx.0009,﻿attended from Austin,,,,,,,,,,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0161,﻿convent,﻿Ursuline Convent,English,,,,,,﻿Laredo,﻿Laredo,﻿TX,,27.503561,-99.507552,,,,﻿de-st_joseph_gal.tx_001,﻿Madame,﻿de St. Joseph,,﻿Mother-Superior,,﻿religious,﻿6 Sisters,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0161,﻿convent,﻿Ursuline Convent,English,,,,,,﻿Laredo,﻿Laredo,﻿TX,,27.503561,-99.507552,,,,﻿de-st_theresa_gal.tx_001,﻿Madame,﻿de St. Theresa,,﻿Assistant,,﻿student,﻿150 day-scholars,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0171,﻿convent,﻿Sisters of Providence,English,,,,,,﻿Castroville,﻿Castroville,﻿TX,,29.35539,-98.879135,,,,,,,,,,﻿religious,﻿2 sisters,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0171,﻿convent,﻿Sisters of Providence,English,,,,,,﻿Castroville,﻿Castroville,﻿TX,,29.35539,-98.879135,,,,,,,,,,﻿student,﻿80 pupils,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0162,﻿convent,﻿Convent of the Incarnate Word,English,,,,,,﻿Brownsville,﻿Brownsville,﻿TX,,25.918439,-97.508273,,,,﻿de-st_ange_gal.tx_001,﻿Madame,﻿de St. Ange,,﻿Mother-Superior,,﻿religious,﻿70-80 boarders,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0162,﻿convent,﻿Convent of the Incarnate Word,English,,,,,,﻿Brownsville,﻿Brownsville,﻿TX,,25.918439,-97.508273,,,,,,,,,,﻿student,﻿about 100 day-scholars,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0163,﻿convent,﻿Convent of the Incarnate Word,English,,,,,,﻿Victoria,﻿Victoria,﻿TX,,28.79044,-96.99762,,,,,﻿M.,﻿de St. Clair,,﻿Mother-Superior,,﻿religious,﻿10 Sisters,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0163,﻿convent,﻿Convent of the Incarnate Word,English,,,,,,﻿Victoria,﻿Victoria,﻿TX,,28.79044,-96.99762,,,,,,,,,,﻿teacher,﻿80 to 90 scholars,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0164,﻿convent,﻿Ursuline Convent,English,,,,,,﻿Houston,﻿Houston,﻿TX,,29.760077,-95.370111,,,,﻿liguori_gal.tx_001,﻿Mother,﻿Liguori,,﻿Superior,,﻿religious,﻿8 Sisters,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0172,﻿monastery,﻿Monastery of the Sisters of Divine Providence,English,,,,,,﻿Austin,﻿Austin,﻿TX,,30.267222,-97.743056,,,,﻿de-st_andré_gal.tx_001,﻿Madame,﻿de St. André,,﻿Superior,,﻿religious,﻿3 sisters,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0172,﻿monastery,﻿Monastery of the Sisters of Divine Providence,English,,,,,,﻿Austin,﻿Austin,﻿TX,,30.267222,-97.743056,,,,,,,,,,﻿religious,﻿2 postulants,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0167,﻿hospital,﻿Sœurs Hospitalières,English,﻿for an infirmary and orphan asylum,,,,,﻿Galveston,﻿Galveston,﻿TX,,29.307284,-94.775763,,,,﻿st-joseph_gal.tx_001,﻿Sister,﻿St. Joseph,,﻿Superior,,﻿religious,﻿3 sisters,,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
﻿gal.tx.0174,﻿school,﻿Female School,English,,,,,,﻿Austin,﻿Austin,﻿TX,,30.267222,-97.743056,,,,,,,,,,﻿religious,﻿3 sisters,﻿under the care of the Sisters of Providence,,1869,,,,,,,,,,,,﻿,﻿,﻿Galveston,Galveston
