instID,church_type,instName,language,instNote,placeName,region,county_orig,county_reg,city_orig,city_reg,state_orig,state_reg,latitude,longitude,attendingInstID,attendingPersID,attendingChurch,attendingChurchFrequency,attendingChurchNote,persID,persTitle,persName,persSuffix,persRole,persNote,memberType,member,affiliated,year,diocese,diocese_reg
﻿san.nm.0007,﻿chapel,﻿Chapel of San José,English,,,﻿Santa Fé,,,﻿Cienega,﻿Cienega,﻿NM,,35.5650493,-106.1155773,﻿san.nm.0001,,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0008,﻿chapel,﻿Chapel of N. Sen. de los Remedios,English,,,﻿Santa Fé,,,﻿Galisteo,﻿Galisteo,﻿NM,,35.3955945,-105.94640929999998,﻿san.nm.0001,,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0009,﻿chapel,﻿Chapel of N. Sen. de los Angeles,English,,,﻿Santa Fé,,,﻿Pecos,﻿Pecos,﻿NM,,35.5742031,-105.67501599999999,﻿san.nm.0001,,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0219,﻿chapel,not recorded,English,,,﻿Peña Blanca,,,﻿Placer de Dolores,,﻿NM,,35.5742031,-105.67501599999999,,,﻿Attended from Santo Domingo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0124,﻿chapel,﻿Chapel of San Buenaventura,English,,,﻿Peña Blanca,,,﻿Placer de San Francisco,,﻿NM,,34.9727305,-105.0323635,,,﻿Attended from Santo Domingo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0010,﻿chapel,﻿Chapel of San Isidro,English,,,﻿Santa Fé,,,﻿Rio Tesuque,﻿Tesuque,﻿NM,,35.75787555,-105.92408190000002,﻿san.nm.0001,,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0011,﻿chapel,﻿Chapel of San Diego,English,﻿Pueblo Indians,,﻿Santa Fé,,,﻿Tesque,﻿Tesuque,﻿NM,,35.82501023,-105.9784144,﻿san.nm.0001,,﻿Attended by the clergy of the Cathedral,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0013,﻿church,﻿Santa Rosa's Chapel,English,,,﻿Abiquiu,,,﻿Abiquiu,﻿Abiquiu,﻿NM,,34.93867,-104.6824892,,,,,,﻿ram_salazar_001,﻿Rev.,﻿Ramon Salazar,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0014,﻿chapel,not recorded,English,﻿fine church,,﻿Abiquiu,,,﻿El Rito,﻿El Rito,﻿NM,,34.93867,-104.6824892,﻿san.nm.0012,,﻿Attended from Abiquiu,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0233,﻿chapel,not recorded,English,,,﻿Abiquiu,,,﻿San Juan Nepomuceno,,﻿NM,,34.93867,-104.6824892,﻿san.nm.0012,,﻿Attended from Abiquiu,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0015,﻿chapel,not recorded,English,,,﻿Abiquiu,,,﻿Los Ancones,﻿Ancones,﻿NM,,36.423908000000004,-106.0630763,﻿san.nm.0012,,﻿Attended from Abiquiu,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0016,﻿chapel,not recorded,English,,,﻿Abiquiu,,,﻿Servieta,,﻿NM,,36.55330238,-105.9355489,﻿san.nm.0012,,﻿Attended from Abiquiu,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0017,﻿chapel,﻿Chapel of N. Sen. de Guadalupe,English,,,﻿Abiquiu,,,﻿El Jo Caliente,﻿Ojo Caliente,﻿NM,,36.55330238,-105.9355489,﻿san.nm.0012,,﻿Attended from Abiquiu,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0022,﻿church,﻿Parish Church of San Felipe de Neri,English,,,﻿Albuquerque,,,﻿Albuquerque,﻿Albuquerque,﻿NM,,35.096779,-106.67008490000002,,,,,,﻿jos_m_courdet_001,﻿Rev.,﻿Joseph M. Courdet,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0023,﻿chapel,﻿Chapel of San José,English,,,﻿Albuquerque,,,﻿Ranchos de Albuq.,﻿Los Ranchos de Albuquerque,﻿NM,,35.1619885,-106.6428038,﻿san.nm.0022,,﻿Attended from Albuquerque,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0024,﻿chapel,﻿Chapel of Na. Sen. de Carmel,English,,,﻿Albuquerque,,,﻿El Rancho,﻿Albuquerque,﻿NM,,35.1762588,-106.5698244,﻿san.nm.0022,,﻿Attended from Albuquerque,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0025,﻿chapel,﻿Chapel of La Natividad,English,,,﻿Albuquerque,,,﻿Lalameda,﻿Alameda,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0022,,﻿Attended from Albuquerque,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0026,﻿chapel,﻿San Antonio's Chapel,English,,,﻿Albuquerque,,,﻿San Antonio,﻿San Antonio,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0022,,﻿Attended from Albuquerque,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0027,﻿chapel,﻿Chapel of San José,English,,,﻿Albuquerque,,,﻿Los Barelos,﻿Albuquerque,﻿NM,,35.042072999999995,-106.6468148,﻿san.nm.0022,,﻿Attended from Albuquerque,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0029,﻿chapel,﻿Chapel of San José,English,,,﻿Abiquiu,,,﻿Rancheros de Atrisco,﻿Albuquerque,﻿NM,,35.042072999999995,-106.6468148,﻿san.nm.0022,,﻿Attended from Albuquerque,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0151,﻿church,﻿Church of Na. en. de Doloress,English,,,﻿Taos,,,﻿Arroyo Hondo,﻿Arroyo Hondo,﻿NM,,36.536139399999996,-105.66989709999999,,,,,,﻿tho_hayes_001,﻿Rev.,﻿Thomas Hayes,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0153,﻿chapel,﻿Chapel of La SSma. Trinidad,English,,,﻿Taos,,,﻿Arroyo Seco,﻿Arroyo Seco,﻿NM,,36.516692799999994,-105.56917630000001,﻿san.nm.0151,,﻿Attended from Arroyo Hondo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0143,﻿chapel,﻿San Antonio's,English,,,,,,﻿San Antonio,﻿San Antonio,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0151,,﻿Attended from Arroyo Hondo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿den.co.0062,﻿chapel,not recorded,English,﻿two chapels,,,﻿Costilla County,﻿Costilla County,﻿Rio Colorado,,﻿CO,﻿CO,34.9727305,-105.0323635,﻿san.nm.0151,,﻿Attended from Arroyo Hondo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿den.co.0024,﻿church,not recorded,English,,,,﻿Costilla County,﻿Costilla County,﻿La Costilla,,﻿CO,﻿CO,37.1825167,-105.236122,﻿san.nm.0151,,﻿Attended from Arroyo Hondo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿den.co.0029,﻿church,not recorded,English,,,,﻿Costilla County,﻿Costilla County,﻿La Culebra,﻿San Acasio,﻿CO,﻿CO,37.20966219,-105.5665249,﻿san.nm.0151,,﻿Attended from Arroyo Hondo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0030,﻿church,not recorded,English,,,﻿Antonchico,,,﻿Antonchico,﻿Anton Chico,﻿NM,,35.2011473,-105.1433163,,,,,,﻿j_faurs_001,﻿Rev.,﻿John B. Fayet,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0032,﻿chapel,not recorded,English,,,﻿Antonchico,,,﻿Chaperito,﻿Chaperito,﻿NM,,35.32476819,-104.9102304,﻿san.nm.0030,,﻿Attended from Antonchico,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0033,﻿chapel,﻿Chapel of San Augustin,English,,,﻿Antonchico,,,﻿Valles,﻿San Augustin,﻿NM,,35.457823,-105.1458373,﻿san.nm.0030,,﻿Attended from Antonchico,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0038,﻿church,﻿Parish Church of Na. Senora de Belen,English,,,﻿Antonchico,,,﻿Belen,﻿Belen,﻿NM,,34.6627652,-106.77615459999998,,,,,,﻿eug_paulet_001,﻿Rev.,﻿Eugenio Paulet,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0228,﻿church,﻿Parish Church of San Juan Nepomuceno,English,,,,,,﻿Sabinal,﻿Sabinal,﻿NM,,34.6627652,-106.77615459999998,﻿san.nm.0038,,﻿Attended from Belen,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0039,﻿chapel,not recorded,English,,,﻿Antonchico,,,﻿El Sauzal,,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0038,,﻿Attended from Belen,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0040,﻿chapel,not recorded,English,,,﻿Antonchico,,,﻿Los Chavez,﻿Los Chavez,﻿NM,,34.736851,-106.7554819,﻿san.nm.0038,,﻿Attended from Belen,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0041,﻿church,﻿Parish Church of Na. Sen. de los Dolores,English,﻿fine new church,,﻿Bernalillo,,,﻿Bernalillo,﻿Bernalillo,﻿NM,,35.30004,-106.55113689999999,,,,,,﻿j_fialon_001,﻿Rev.,﻿Jose Fialon,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0042,﻿chapel,﻿Chapel of Santa Familia,English,,,﻿Bernalillo,,,﻿San Jose,﻿San Jose,﻿NM,,35.30004,-106.55113689999999,﻿san.nm.0041,,﻿Attended from Bernalillo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0043,﻿chapel,﻿Chapel of San Antonio,English,,﻿Indian Pueblo,﻿Bernalillo,,,﻿Sandia,﻿Pueblo of Sandia Village,﻿NM,,35.30004,-106.55113689999999,﻿san.nm.0041,,﻿Attended from Bernalillo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0045,﻿chapel,not recorded,English,,,﻿Bernalillo,,,﻿Algodones,﻿Algodones,﻿NM,,35.380593100000006,-106.47919250000001,﻿san.nm.0041,,﻿Attended from Bernalillo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0046,﻿chapel,not recorded,English,,,﻿Bernalillo,,,﻿El Tejon,﻿Placitas,﻿NM,,35.3069845,-106.4247468,﻿san.nm.0041,,﻿Attended from Bernalillo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0047,﻿church,﻿Parish Church of Na. Sen. de los Dolores,English,,,﻿Cevoyeta,,,﻿Cevoyeta,﻿Seboyeta,﻿NM,,35.2011501,-107.38921429999999,,,,,,﻿raf_chaves_001,﻿Rev.,﻿Rafael Chaves,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0049,﻿chapel,not recorded,English,,,﻿Cevoyeta,,,﻿Cubero,﻿Cubero,﻿NM,,35.0858748,-107.5181051,﻿san.nm.0047,,﻿Chapel attended from Cevoyeta,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0050,﻿chapel,﻿St. Joseph's Chapel,English,,﻿Indian Pueblo,﻿Cevoyeta,,,﻿La Laguna,﻿Laguna,﻿NM,,35.0367105,-107.3828231,﻿san.nm.0047,,﻿Chapel attended from Cevoyeta,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0051,﻿chapel,﻿St. Joseph's Chapel,English,,﻿Indian Pueblo,﻿Cevoyeta,,,﻿Acoma,﻿Acoma,﻿NM,,34.896319399999996,-107.58230859999999,﻿san.nm.0047,,﻿Chapel attended from Cevoyeta,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0054,﻿chapel,not recorded,English,,﻿Indian Pueblo,﻿Cevoyeta,,,﻿Zuni,﻿Zuni Pueblo,﻿NM,,35.0694767,-108.84841680000001,﻿san.nm.0047,,﻿Chapel attended from Cevoyeta,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿den.co.0031,﻿church,not recorded,English,﻿new church building,,,﻿Conejos County,﻿Conejos County,﻿Los Conejos,﻿Antonito,﻿CO,﻿CO,37.08818557,-106.02007809999999,,,,,,﻿mig_vigil_001,﻿Rev.,﻿Miguel Vigil,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0234,﻿church,not recorded,English,,,,,,﻿San Antonio,﻿San Antonio,,﻿CO,37.08818557,-106.02007809999999,﻿den.co.0031,,﻿Attended from Los Conejos,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿den.co.0032,﻿chapel,﻿Chapel of San Francisco,English,,,,﻿Conejos County,﻿Conejos County,﻿Los Cerritos,﻿Los Cerritos,﻿CO,﻿CO,37.08818557,-106.02007809999999,﻿den.co.0031,,﻿Attended from Los Conejos,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0086,﻿church,not recorded,English,,,,,,﻿La Cueva,﻿La Cueva,,﻿NM,37.08818557,-106.02007809999999,﻿den.co.0031,,﻿Attended from Los Conejos,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0055,﻿church,﻿Parish Church of San Augustin,English,,﻿Indian Pueblo,﻿Isleta,,,﻿Isleta,﻿Isleta Village,﻿NM,,34.90782960000001,-106.6930811,﻿san.nm.0038,,﻿Attended from Belen,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0056,﻿chapel,﻿Chapel of San José,English,,,﻿Isleta,,,﻿Padillas,﻿Albuquerque,﻿NM,,35.042072999999995,-106.6468148,﻿san.nm.0055,,﻿Chapel attended from Isleta,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0057,﻿chapel,﻿Chapel of San Rafael,English,,,﻿Isleta,,,﻿Pajarito,,﻿NM,,35.1125344,-107.8826751,﻿san.nm.0022,,﻿Attended from Albuquerque,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0058,﻿chapel,not recorded,English,,,﻿Isleta,,,﻿Los Lunas,﻿Los Lunas,﻿NM,,34.7666685,-106.618068,﻿san.nm.0038,,﻿Attended from Belen,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0059,﻿church,﻿Parish Church of Santiago,English,,﻿Indian Pueblo,﻿Jemes,,,﻿Jemes,﻿Jemez Pueblo,﻿NM,,35.6139173,-106.72586799999999,,,,,,﻿n_valencia_001,﻿Rev.,﻿Nicholas Valenica,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0235,﻿church,﻿N. Señora de Guadalupe,English,,,,,,﻿El Cañon de Jemes,﻿Cañon,﻿NM,,35.6139173,-106.72586799999999,﻿san.nm.0059,,﻿attended from Jemes,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0060,﻿chapel,﻿San Isidro's Chapel,English,,,,,,,,﻿NM,,35.563363,-106.77059070000001,﻿san.nm.0059,,﻿attended from Jemes,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0061,﻿chapel,﻿San Isidro's Chapel,English,,﻿Indian Pueblo,﻿Jemes,,,﻿Silla,,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0059,,﻿attended from Jemes,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0062,﻿chapel,not recorded,English,,﻿Indian Pueblo,﻿Jemes,,,﻿Santa Ana,﻿Santa Ana Pueblo,﻿NM,,35.3399846,-106.52252949999999,﻿san.nm.0059,,﻿attended from Jemes,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0068,﻿church,﻿Asuncion de N. Señora,English,,,﻿Las Vegas,,,﻿Las Vegas,﻿Las Vegas,﻿NM,,35.594213700000005,-105.2227978,,,,,,﻿t_f_pinard_001,﻿Rev.,﻿T. Francisco Pinard,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0071,﻿chapel,﻿Chapel of N. Sen. de los Dolores,English,,,﻿Las Vegas,,,﻿Tecolote,﻿Tecolote,﻿NM,,35.46028,-105.28,﻿san.nm.0068,,﻿attended from Las Vegas,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0126,﻿church,not recorded,English,,,﻿Sapello,,,﻿Sapello,﻿Sapello,﻿NM,,35.772819899999995,-105.25334369999999,,,,,,﻿f_jouvenceau_001,﻿Rev.,﻿M. Juvenceau,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0127,﻿chapel,not recorded,English,,,﻿Sapello,,,﻿Monton de Alamos,﻿Sapello,﻿NM,,35.730841999999996,-105.151253,﻿san.nm.0126,,﻿Attended from Sapello,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0130,﻿chapel,not recorded,English,,,﻿Sapello,,,﻿Las Golondrinas,﻿Golondrinas,﻿NM,,35.889484,-105.1866756,﻿san.nm.0126,,﻿Attended from Sapello,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0131,﻿chapel,not recorded,English,,,﻿Sapello,,,﻿Rincon del Terolote,﻿Rociada,﻿NM,,35.8238074,-105.4025554,﻿san.nm.0126,,﻿Attended from Sapello,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0078,﻿church,﻿Parish Church of Santa Gertrudis,English,,,﻿Mora,,,﻿Mora,﻿Mora,﻿NM,,35.9730664,-105.33014750000001,,,,,,﻿dam_taladrid_001,﻿Rev.,﻿Damaso Taladrid,,﻿Pastor,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0080,﻿chapel,not recorded,English,,,﻿Mora,,,﻿Guadalupita,﻿Guadalupita,﻿NM,,36.138175,-105.23763989999999,﻿san.nm.0068,,﻿attended from Las Vegas,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0086,﻿chapel,not recorded,English,,,﻿Mora,,,﻿La Cuera,﻿La Cuera,﻿NM,,35.5911463,-105.7330725,﻿san.nm.0068,,﻿attended from Las Vegas,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0083,﻿chapel,not recorded,English,,,﻿Mora,,,﻿Agua Negra,﻿Holman,﻿NM,,36.038365500000005,-105.38362450000001,﻿san.nm.0068,,﻿attended from Las Vegas,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0084,﻿chapel,not recorded,English,,,﻿Mora,,,﻿San Antonio,﻿San Antonio,﻿NM,,33.91538369,-106.86758619999999,﻿san.nm.0068,,﻿attended from Las Vegas,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0074,﻿church,not recorded,English,"﻿stone church building, vacant",﻿Parish Church,﻿Mausano,,,﻿Mausano,﻿Manzano,﻿NM,,34.6467267,-106.34501909999999,,,,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0075,﻿chapel,not recorded,English,,,﻿Mausano,,,﻿Chilili,﻿Chilili,﻿NM,,34.889496799999996,-106.23280159999999,﻿san.nm.0074,,﻿Chapel attended from Mausano,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0076,﻿chapel,not recorded,English,,,﻿Mausano,,,﻿Torreon,﻿Torreon,﻿NM,,34.722280299999994,-106.2986314,﻿san.nm.0074,,﻿Chapel attended from Mausano,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0077,﻿chapel,not recorded,English,,,﻿Mausano,,,﻿Tajique,﻿Tajique,﻿NM,,34.751723999999996,-106.28779840000001,﻿san.nm.0074,,﻿Chapel attended from Mausano,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0236,﻿chapel,not recorded,English,,,﻿Mausano,,,﻿La Cienega,﻿La Cienega,﻿NM,,34.751723999999996,-106.28779840000001,﻿san.nm.0074,,﻿Chapel attended from Mausano,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0088,﻿church,﻿Church of San Lorenzo,English,,﻿Indian Pueblo,﻿Picuries,,,﻿Picuries,﻿Picuris Pueblo,﻿NM,,36.2018955,-105.7131132,,,,,,﻿j_s_tafoya_001,﻿Rev.,﻿Tafoya,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0090,﻿chapel,﻿Chapel of Na. Senora,English,,,﻿Picuries,,,﻿El Llano Largo,﻿Llano Largo,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0088,,﻿Attended from Picuries,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0091,﻿chapel,﻿San Juan Nepomuceno,English,,,﻿Picuries,,,,,﻿NM,,36.34423576,-106.1884868,﻿san.nm.0088,,﻿Attended from Picuries,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0092,﻿chapel,﻿Na. Senora de Dolores,English,,,﻿Picuries,,,﻿Santa Barbara,﻿Hatch,﻿NM,,32.665357199999995,-107.1530744,﻿san.nm.0088,,﻿Attended from Picuries,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0093,﻿chapel,﻿Chapel of San José,English,,,﻿Picuries,,,﻿Las Trampas,﻿Trampas,﻿NM,,36.131135799999996,-105.75890530000001,﻿san.nm.0088,,﻿Attended from Picuries,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0094,﻿chapel,not recorded,English,,,﻿Picuries,,,﻿El Chamizal,﻿Chamisal,﻿NM,,36.165858,-105.7377936,﻿san.nm.0088,,﻿Attended from Picuries,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0096,﻿chapel,not recorded,English,,,﻿Picuries,,,﻿Rio del Pueblo,,﻿NM,,36.42235219,-105.53582659999998,﻿san.nm.0088,,﻿Attended from Picuries,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0063,﻿church,﻿Parish Church of Santa Cruz,English,,,﻿La Cañada,,,﻿La Cañada,﻿Santa Cruz,﻿NM,,36.0039131,-105.9469656,,,,,,﻿jua_d_trujillo_001,﻿Rev.,﻿Juan de Jesus Trujillo,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0064,﻿chapel,﻿Sanctuario del Sr. de Esquipula,English,,,﻿La Cañada,,,,﻿Chimayo,﻿NM,,36.0039131,-105.9469656,﻿san.nm.0063,,﻿Attended from La Canada,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0065,﻿chapel,﻿Chapel of San Francisco,English,,﻿Indian Pueblo,﻿La Cañada,,,﻿Nambé,﻿Nambé Pueblo,﻿NM,,35.8933592,-105.9825221,﻿san.nm.0063,,﻿Attended from La Canada,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0066,﻿chapel,﻿San Antonio's Chapel,English,,,﻿La Cañada,,,﻿El Quemado,﻿Cordova,﻿NM,,34.9727305,-105.0323635,﻿san.nm.0063,,﻿Attended from La Canada,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0067,﻿chapel,﻿Chapel of N. Senora,English,,,﻿La Cañada,,,﻿Las Truchas,﻿Truchas,﻿NM,,36.044183399999994,-105.8127561,﻿san.nm.0063,,﻿Attended from La Canada,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0227,﻿church,not recorded,English,,﻿Indian Pueblo,,,,﻿Santo Domingo,﻿Kewa Pueblo,﻿NM,,36.044183399999994,-105.8127561,,,,,,﻿jua_d_lujan_001,﻿Rev.,﻿Juan de Jesus Lujan,,,,,,,1864,﻿SantaFé,SantaFe
﻿san.nm.0120,﻿church,﻿Na. Señ. de Guadalupe,English,,,﻿Peña Blanca,,,﻿Peña Blanca,﻿Peña Blanca,﻿NM,,35.084783,-107.522465,,,﻿attended from Santo Domingo,,,,,,,,,,,,1864,﻿SantaFé,SantaFe
